time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-09-30T09:50:46.170Z,50.085,87.9127,10,4.4,mb,,36,4.315,0.9,us,us10003j2e,2015-12-28T23:08:51.040Z,"27km SSE of Aktash, Russia",earthquake,8.3,1.9,0.098,30,reviewed,us,us
2015-09-13T07:51:12.080Z,45.0838,91.4293,10,4.8,mb,,49,2.953,0.81,us,us20003j4p,2015-12-12T00:42:50.040Z,"103km SW of Altay sumu, Mongolia",earthquake,5.2,1.8,0.089,39,reviewed,us,us
2015-09-05T05:00:31.030Z,52.0709,105.9178,14.15,4.5,mb,,112,4.252,0.56,us,us20003gkr,2015-12-05T01:40:27.040Z,"22km W of Istok, Russia",earthquake,9.9,3.4,0.089,37,reviewed,us,us
2015-09-03T15:30:49.400Z,52.3754,89.7663,14.69,4.5,mb,,33,3.369,0.7,us,us20003fzk,2015-12-05T01:40:24.040Z,"38km SW of Abaza, Russia",earthquake,5.5,4.8,0.078,48,reviewed,us,us
2015-08-19T11:02:12.600Z,43.8041,87.9819,25.4,4.5,mb,,43,0.2,0.52,us,us100033cu,2015-11-17T00:13:36.040Z,"17km ESE of Lucaogou, China",earthquake,8.3,4.7,0.091,36,reviewed,us,us
2015-08-10T07:35:25.370Z,41.8392,87.8492,10,5,mb,,36,6.357,0.84,us,us100030q1,2015-11-06T18:06:24.040Z,"108km ESE of Yanqi, China",earthquake,8.1,1.8,0.057,99,reviewed,us,us
2015-08-03T15:09:33.560Z,48.9305,93.1692,15.82,4.2,mb,,97,7.241,0.65,us,us100033xr,2015-10-30T02:47:46.040Z,"13km NNE of Sharbulag, Mongolia",earthquake,8,4.9,0.176,9,reviewed,us,us
2015-07-04T21:47:21.230Z,51.8151,96.1483,10,4.2,mb,,212,7.181,0.64,us,us20002z7y,2015-09-30T00:20:56.040Z,"51km NE of Saryg-Sep, Russia",earthquake,6.3,2,0.14,14,reviewed,us,us
2015-06-24T19:12:55.110Z,41.8266,88.4781,33.7,5,mwb,,40,6.658,0.57,us,us10002lfa,2015-09-01T00:53:56.040Z,"135km SSW of Turpan, China",earthquake,7.8,3.4,0.068,21,reviewed,us,us
2015-05-24T15:14:57.520Z,50.6849,91.4088,10,4.5,mb,,147,5.197,1.44,us,us10002bxd,2015-07-29T01:35:40.040Z,"40km NNW of Harmod, Mongolia",earthquake,10.2,1.9,0.121,20,reviewed,us,us
